path,ticker,filing,date
./edgartools-data/ARLP/10-Q/2019-11-05.md,ARLP,10-Q,2019-11-05.md
./edgartools-data/ARLP/10-Q/2019-08-05.md,ARLP,10-Q,2019-08-05.md
./edgartools-data/ARLP/10-Q/2019-05-06.md,ARLP,10-Q,2019-05-06.md
./edgartools-data/ARLP/10-Q/2018-11-05.md,ARLP,10-Q,2018-11-05.md
./edgartools-data/ARLP/10-Q/2018-08-06.md,ARLP,10-Q,2018-08-06.md
./edgartools-data/ARLP/10-Q/2018-05-07.md,ARLP,10-Q,2018-05-07.md
./edgartools-data/ARLP/10-Q/2017-11-06.md,ARLP,10-Q,2017-11-06.md
./edgartools-data/ARLP/10-Q/2017-08-04.md,ARLP,10-Q,2017-08-04.md
./edgartools-data/ARLP/10-Q/2017-05-08.md,ARLP,10-Q,2017-05-08.md
./edgartools-data/ARLP/10-Q/2016-11-08.md,ARLP,10-Q,2016-11-08.md
./edgartools-data/ARLP/10-Q/2016-08-05.md,ARLP,10-Q,2016-08-05.md
./edgartools-data/ARLP/10-Q/2016-05-10.md,ARLP,10-Q,2016-05-10.md
./edgartools-data/ARLP/10-Q/2015-11-06.md,ARLP,10-Q,2015-11-06.md
./edgartools-data/ARLP/10-Q/2015-08-06.md,ARLP,10-Q,2015-08-06.md
./edgartools-data/ARLP/10-Q/2015-05-08.md,ARLP,10-Q,2015-05-08.md
./edgartools-data/ARLP/10-Q/2014-11-07.md,ARLP,10-Q,2014-11-07.md
./edgartools-data/ARLP/10-Q/2014-08-08.md,ARLP,10-Q,2014-08-08.md
./edgartools-data/ARLP/10-Q/2014-05-09.md,ARLP,10-Q,2014-05-09.md
./edgartools-data/ARLP/10-Q/2013-11-07.md,ARLP,10-Q,2013-11-07.md
./edgartools-data/ARLP/10-Q/2013-08-08.md,ARLP,10-Q,2013-08-08.md
./edgartools-data/ARLP/10-Q/2013-05-09.md,ARLP,10-Q,2013-05-09.md
./edgartools-data/ARLP/10-Q/2012-11-08.md,ARLP,10-Q,2012-11-08.md
./edgartools-data/ARLP/10-Q/2012-08-08.md,ARLP,10-Q,2012-08-08.md
./edgartools-data/ARLP/10-Q/2012-05-09.md,ARLP,10-Q,2012-05-09.md
./edgartools-data/ARLP/10-Q/2011-11-08.md,ARLP,10-Q,2011-11-08.md
./edgartools-data/ARLP/10-Q/2011-08-08.md,ARLP,10-Q,2011-08-08.md
./edgartools-data/ARLP/10-Q/2011-05-09.md,ARLP,10-Q,2011-05-09.md
./edgartools-data/ARLP/10-Q/2010-11-08.md,ARLP,10-Q,2010-11-08.md
./edgartools-data/ARLP/10-Q/2010-08-09.md,ARLP,10-Q,2010-08-09.md
./edgartools-data/ARLP/10-Q/2010-05-07.md,ARLP,10-Q,2010-05-07.md
./edgartools-data/ARLP/10-Q/2009-11-06.md,ARLP,10-Q,2009-11-06.md
./edgartools-data/ARLP/10-Q/2009-08-07.md,ARLP,10-Q,2009-08-07.md
./edgartools-data/ARLP/10-Q/2009-05-08.md,ARLP,10-Q,2009-05-08.md
./edgartools-data/ARLP/10-Q/A/2012-07-05.md,ARLP,10-Q/A,2012-07-05.md
./edgartools-data/ARLP/8-K/2025-10-10.md,ARLP,8-K,2025-10-10.md
./edgartools-data/ARLP/8-K/2025-02-07.md,ARLP,8-K,2025-02-07.md
./edgartools-data/ARLP/8-K/2024-12-13.md,ARLP,8-K,2024-12-13.md
./edgartools-data/ARLP/8-K/2024-07-29.md,ARLP,8-K,2024-07-29.md
./edgartools-data/ARLP/8-K/2024-06-12.md,ARLP,8-K,2024-06-12.md
./edgartools-data/ARLP/8-K/2024-05-29.md,ARLP,8-K,2024-05-29.md
./edgartools-data/ARLP/8-K/2024-03-01.md,ARLP,8-K,2024-03-01.md
./edgartools-data/ARLP/8-K/2023-01-20.md,ARLP,8-K,2023-01-20.md
./edgartools-data/ARLP/8-K/2022-11-18.md,ARLP,8-K,2022-11-18.md
./edgartools-data/ARLP/8-K/2021-08-04.md,ARLP,8-K,2021-08-04.md
./edgartools-data/ARLP/8-K/2020-12-14.md,ARLP,8-K,2020-12-14.md
./edgartools-data/ARLP/8-K/2020-03-13.md,ARLP,8-K,2020-03-13.md
./edgartools-data/ARLP/8-K/2019-06-28.md,ARLP,8-K,2019-06-28.md
./edgartools-data/ARLP/8-K/2019-04-08.md,ARLP,8-K,2019-04-08.md
./edgartools-data/ARLP/8-K/2018-06-06.md,ARLP,8-K,2018-06-06.md
./edgartools-data/ARLP/8-K/2018-02-23.md,ARLP,8-K,2018-02-23.md
./edgartools-data/ARLP/8-K/2017-04-07.md,ARLP,8-K,2017-04-07.md
./edgartools-data/ARLP/8-K/2017-02-02.md,ARLP,8-K,2017-02-02.md
./edgartools-data/ARLP/8-K/2015-11-10.md,ARLP,8-K,2015-11-10.md
./edgartools-data/ARLP/8-K/2015-11-06.md,ARLP,8-K,2015-11-06.md
./edgartools-data/ARLP/8-K/2015-11-04.md,ARLP,8-K,2015-11-04.md
./edgartools-data/ARLP/8-K/2015-04-24.md,ARLP,8-K,2015-04-24.md
./edgartools-data/ARLP/8-K/2014-12-10.md,ARLP,8-K,2014-12-10.md
./edgartools-data/ARLP/8-K/2014-11-25.md,ARLP,8-K,2014-11-25.md
./edgartools-data/ARLP/8-K/2014-10-10.md,ARLP,8-K,2014-10-10.md
./edgartools-data/ARLP/8-K/2013-11-26.md,ARLP,8-K,2013-11-26.md
./edgartools-data/ARLP/8-K/2013-09-27.md,ARLP,8-K,2013-09-27.md
./edgartools-data/ARLP/8-K/2013-07-15.md,ARLP,8-K,2013-07-15.md
./edgartools-data/ARLP/8-K/2013-06-14.md,ARLP,8-K,2013-06-14.md
./edgartools-data/ARLP/8-K/2012-11-20.md,ARLP,8-K,2012-11-20.md
./edgartools-data/ARLP/8-K/2012-06-21.md,ARLP,8-K,2012-06-21.md
./edgartools-data/ARLP/8-K/2012-06-11.md,ARLP,8-K,2012-06-11.md
./edgartools-data/ARLP/8-K/2012-06-05.md,ARLP,8-K,2012-06-05.md
./edgartools-data/ARLP/8-K/2012-05-24.md,ARLP,8-K,2012-05-24.md
./edgartools-data/ARLP/8-K/2012-03-21.md,ARLP,8-K,2012-03-21.md
./edgartools-data/ARLP/8-K/2012-02-09.md,ARLP,8-K,2012-02-09.md
./edgartools-data/ARLP/8-K/2011-12-19.md,ARLP,8-K,2011-12-19.md
./edgartools-data/ARLP/8-K/2011-12-09.md,ARLP,8-K,2011-12-09.md
./edgartools-data/ARLP/8-K/2011-11-22.md,ARLP,8-K,2011-11-22.md
./edgartools-data/ARLP/8-K/2011-10-24.md,ARLP,8-K,2011-10-24.md
./edgartools-data/ARLP/8-K/2011-10-20.md,ARLP,8-K,2011-10-20.md
./edgartools-data/ARLP/8-K/2011-09-23.md,ARLP,8-K,2011-09-23.md
./edgartools-data/ARLP/8-K/2011-09-16.md,ARLP,8-K,2011-09-16.md
./edgartools-data/ARLP/8-K/2011-09-09.md,ARLP,8-K,2011-09-09.md
./edgartools-data/ARLP/8-K/2011-05-16.md,ARLP,8-K,2011-05-16.md
./edgartools-data/ARLP/8-K/2011-05-10.md,ARLP,8-K,2011-05-10.md
./edgartools-data/ARLP/8-K/2011-01-27.md,ARLP,8-K,2011-01-27.md
./edgartools-data/ARLP/8-K/2011-01-04.md,ARLP,8-K,2011-01-04.md
./edgartools-data/ARLP/8-K/2010-11-29.md,ARLP,8-K,2010-11-29.md
./edgartools-data/ARLP/8-K/2010-11-23.md,ARLP,8-K,2010-11-23.md
./edgartools-data/ARLP/8-K/2010-10-29.md,ARLP,8-K,2010-10-29.md
./edgartools-data/ARLP/8-K/2010-05-18.md,ARLP,8-K,2010-05-18.md
./edgartools-data/ARLP/8-K/2010-05-04.md,ARLP,8-K,2010-05-04.md
./edgartools-data/ARLP/8-K/2009-11-03.md,ARLP,8-K,2009-11-03.md
./edgartools-data/ARLP/8-K/2009-10-29.md,ARLP,8-K,2009-10-29.md
./edgartools-data/ARLP/8-K/2009-09-03.md,ARLP,8-K,2009-09-03.md
./edgartools-data/ARLP/8-K/2009-08-26.md,ARLP,8-K,2009-08-26.md
./edgartools-data/ARLP/8-K/2009-07-13.md,ARLP,8-K,2009-07-13.md
./edgartools-data/ARLP/8-K/2009-02-24.md,ARLP,8-K,2009-02-24.md
./edgartools-data/ARLP/10-K/2025-02-27.md,ARLP,10-K,2025-02-27.md
./edgartools-data/ARLP/10-K/2024-02-23.md,ARLP,10-K,2024-02-23.md
./edgartools-data/ARLP/10-K/2023-02-24.md,ARLP,10-K,2023-02-24.md
./edgartools-data/ARLP/10-K/2022-02-25.md,ARLP,10-K,2022-02-25.md
./edgartools-data/ARLP/10-K/2021-02-23.md,ARLP,10-K,2021-02-23.md
./edgartools-data/ARLP/10-K/2020-02-20.md,ARLP,10-K,2020-02-20.md
./edgartools-data/ARLP/10-K/2019-02-22.md,ARLP,10-K,2019-02-22.md
./edgartools-data/ARLP/10-K/2018-02-23.md,ARLP,10-K,2018-02-23.md
./edgartools-data/ARLP/10-K/2017-02-24.md,ARLP,10-K,2017-02-24.md
./edgartools-data/ARLP/10-K/2016-02-26.md,ARLP,10-K,2016-02-26.md
./edgartools-data/ARLP/10-K/2015-02-27.md,ARLP,10-K,2015-02-27.md
./edgartools-data/ARLP/10-K/2014-02-28.md,ARLP,10-K,2014-02-28.md
./edgartools-data/ARLP/10-K/2013-03-01.md,ARLP,10-K,2013-03-01.md
./edgartools-data/ARLP/10-K/2012-02-28.md,ARLP,10-K,2012-02-28.md
./edgartools-data/ARLP/10-K/2011-02-28.md,ARLP,10-K,2011-02-28.md
./edgartools-data/ARLP/10-K/2010-02-26.md,ARLP,10-K,2010-02-26.md
./edgartools-data/ARLP/10-K/2009-03-02.md,ARLP,10-K,2009-03-02.md
./edgartools-data/ARLP/10-K/A/2022-08-26.md,ARLP,10-K/A,2022-08-26.md
./edgartools-data/ARLP/DEF 14A/2022-10-12.md,ARLP,DEF 14A,2022-10-12.md
./edgartools-data/ARLP/DEF 14A/2009-09-25.md,ARLP,DEF 14A,2009-09-25.md
./edgartools-data/ABTC/8-K/2025-09-03.md,ABTC,8-K,2025-09-03.md
./edgartools-data/ABTC/8-K/2025-09-02.md,ABTC,8-K,2025-09-02.md
./edgartools-data/ABTC/8-K/2025-06-10.md,ABTC,8-K,2025-06-10.md
./edgartools-data/ABTC/8-K/2025-06-05.md,ABTC,8-K,2025-06-05.md
./edgartools-data/ABTC/8-K/2025-05-12.md,ABTC,8-K,2025-05-12.md
./edgartools-data/ABTC/8-K/2025-04-21.md,ABTC,8-K,2025-04-21.md
./edgartools-data/ABTC/8-K/2025-03-03.md,ABTC,8-K,2025-03-03.md
./edgartools-data/ABTC/8-K/2025-02-26.md,ABTC,8-K,2025-02-26.md
./edgartools-data/ABTC/8-K/2025-01-10.md,ABTC,8-K,2025-01-10.md
./edgartools-data/ABTC/8-K/2024-12-16.md,ABTC,8-K,2024-12-16.md
./edgartools-data/ABTC/8-K/2024-12-10.md,ABTC,8-K,2024-12-10.md
./edgartools-data/ABTC/8-K/2024-11-01.md,ABTC,8-K,2024-11-01.md
./edgartools-data/ABTC/8-K/2024-10-25.md,ABTC,8-K,2024-10-25.md
./edgartools-data/ABTC/8-K/2024-09-19.md,ABTC,8-K,2024-09-19.md
./edgartools-data/ABTC/8-K/2024-08-20.md,ABTC,8-K,2024-08-20.md
./edgartools-data/ABTC/8-K/2024-02-13.md,ABTC,8-K,2024-02-13.md
./edgartools-data/ABTC/8-K/2024-02-09.md,ABTC,8-K,2024-02-09.md
./edgartools-data/ABTC/8-K/2024-02-02.md,ABTC,8-K,2024-02-02.md
./edgartools-data/ABTC/8-K/2024-01-24.md,ABTC,8-K,2024-01-24.md
./edgartools-data/ABTC/8-K/2024-01-12.md,ABTC,8-K,2024-01-12.md
./edgartools-data/ABTC/8-K/2024-01-11.md,ABTC,8-K,2024-01-11.md
./edgartools-data/ABTC/8-K/2024-01-04.md,ABTC,8-K,2024-01-04.md
./edgartools-data/ABTC/8-K/2023-12-29.md,ABTC,8-K,2023-12-29.md
./edgartools-data/ABTC/8-K/2023-12-22.md,ABTC,8-K,2023-12-22.md
./edgartools-data/ABTC/8-K/2023-12-20.md,ABTC,8-K,2023-12-20.md
./edgartools-data/ABTC/8-K/2023-12-06.md,ABTC,8-K,2023-12-06.md
./edgartools-data/ABTC/8-K/2023-11-21.md,ABTC,8-K,2023-11-21.md
./edgartools-data/ABTC/8-K/2023-11-17.md,ABTC,8-K,2023-11-17.md
./edgartools-data/ABTC/8-K/2023-10-12.md,ABTC,8-K,2023-10-12.md
./edgartools-data/ABTC/8-K/2023-10-04.md,ABTC,8-K,2023-10-04.md
./edgartools-data/ABTC/8-K/2023-09-22.md,ABTC,8-K,2023-09-22.md
./edgartools-data/ABTC/8-K/2023-06-15.md,ABTC,8-K,2023-06-15.md
./edgartools-data/ABTC/8-K/2023-06-08.md,ABTC,8-K,2023-06-08.md
./edgartools-data/ABTC/8-K/2023-06-02.md,ABTC,8-K,2023-06-02.md
./edgartools-data/ABTC/8-K/2023-05-01.md,ABTC,8-K,2023-05-01.md
./edgartools-data/ABTC/8-K/2023-04-27.md,ABTC,8-K,2023-04-27.md
./edgartools-data/ABTC/8-K/2023-04-07.md,ABTC,8-K,2023-04-07.md
./edgartools-data/ABTC/8-K/2023-03-24.md,ABTC,8-K,2023-03-24.md
./edgartools-data/ABTC/8-K/2023-02-15.md,ABTC,8-K,2023-02-15.md
./edgartools-data/ABTC/8-K/2023-02-01.md,ABTC,8-K,2023-02-01.md
./edgartools-data/ABTC/8-K/2023-01-27.md,ABTC,8-K,2023-01-27.md
./edgartools-data/ABTC/8-K/2023-01-18.md,ABTC,8-K,2023-01-18.md
./edgartools-data/ABTC/8-K/2022-11-08.md,ABTC,8-K,2022-11-08.md
./edgartools-data/ABTC/8-K/2022-08-19.md,ABTC,8-K,2022-08-19.md
./edgartools-data/ABTC/8-K/2022-07-29.md,ABTC,8-K,2022-07-29.md
./edgartools-data/ABTC/8-K/2022-07-07.md,ABTC,8-K,2022-07-07.md
./edgartools-data/ABTC/8-K/2022-05-17.md,ABTC,8-K,2022-05-17.md
./edgartools-data/ABTC/8-K/2021-10-12.md,ABTC,8-K,2021-10-12.md
./edgartools-data/ABTC/8-K/2021-10-05.md,ABTC,8-K,2021-10-05.md
./edgartools-data/ABTC/8-K/2021-10-04.md,ABTC,8-K,2021-10-04.md
./edgartools-data/ABTC/8-K/2021-09-21.md,ABTC,8-K,2021-09-21.md
./edgartools-data/ABTC/8-K/2020-10-28.md,ABTC,8-K,2020-10-28.md
./edgartools-data/ABTC/8-K/2020-07-08.md,ABTC,8-K,2020-07-08.md
./edgartools-data/ABTC/8-K/2020-06-12.md,ABTC,8-K,2020-06-12.md
./edgartools-data/ABTC/8-K/2020-06-09.md,ABTC,8-K,2020-06-09.md
./edgartools-data/ABTC/8-K/2019-12-23.md,ABTC,8-K,2019-12-23.md
./edgartools-data/ABTC/8-K/2019-10-30.md,ABTC,8-K,2019-10-30.md
./edgartools-data/ABTC/8-K/2019-10-01.md,ABTC,8-K,2019-10-01.md
./edgartools-data/ABTC/8-K/2019-09-26.md,ABTC,8-K,2019-09-26.md
./edgartools-data/ABTC/8-K/2019-06-21.md,ABTC,8-K,2019-06-21.md
./edgartools-data/ABTC/8-K/2019-06-20.md,ABTC,8-K,2019-06-20.md
./edgartools-data/ABTC/8-K/2019-06-17.md,ABTC,8-K,2019-06-17.md
./edgartools-data/ABTC/8-K/A/2025-07-03.md,ABTC,8-K/A,2025-07-03.md
./edgartools-data/ABTC/8-K/A/2024-01-04.md,ABTC,8-K/A,2024-01-04.md
./edgartools-data/ABTC/10-Q/2025-11-14.md,ABTC,10-Q,2025-11-14.md
./edgartools-data/ABTC/10-Q/2025-08-14.md,ABTC,10-Q,2025-08-14.md
./edgartools-data/ABTC/10-Q/2025-05-15.md,ABTC,10-Q,2025-05-15.md
./edgartools-data/ABTC/10-Q/2024-11-13.md,ABTC,10-Q,2024-11-13.md
./edgartools-data/ABTC/10-Q/2024-08-14.md,ABTC,10-Q,2024-08-14.md
./edgartools-data/ABTC/10-Q/2024-05-14.md,ABTC,10-Q,2024-05-14.md
./edgartools-data/ABTC/10-Q/2023-11-14.md,ABTC,10-Q,2023-11-14.md
./edgartools-data/ABTC/10-Q/2023-08-14.md,ABTC,10-Q,2023-08-14.md
./edgartools-data/ABTC/10-Q/2023-05-15.md,ABTC,10-Q,2023-05-15.md
./edgartools-data/ABTC/10-Q/2022-11-14.md,ABTC,10-Q,2022-11-14.md
./edgartools-data/ABTC/10-Q/2022-08-12.md,ABTC,10-Q,2022-08-12.md
./edgartools-data/ABTC/10-Q/2022-05-16.md,ABTC,10-Q,2022-05-16.md
./edgartools-data/ABTC/10-Q/2021-11-12.md,ABTC,10-Q,2021-11-12.md
./edgartools-data/ABTC/10-Q/2021-08-12.md,ABTC,10-Q,2021-08-12.md
./edgartools-data/ABTC/10-Q/2021-05-21.md,ABTC,10-Q,2021-05-21.md
./edgartools-data/ABTC/10-Q/2020-11-16.md,ABTC,10-Q,2020-11-16.md
./edgartools-data/ABTC/10-Q/2020-05-15.md,ABTC,10-Q,2020-05-15.md
./edgartools-data/ABTC/10-Q/2020-02-12.md,ABTC,10-Q,2020-02-12.md
./edgartools-data/ABTC/10-Q/2019-11-14.md,ABTC,10-Q,2019-11-14.md
./edgartools-data/ABTC/DEF 14A/2025-04-21.md,ABTC,DEF 14A,2025-04-21.md
./edgartools-data/ABTC/DEF 14A/2024-08-07.md,ABTC,DEF 14A,2024-08-07.md
./edgartools-data/ABTC/DEF 14A/2023-12-14.md,ABTC,DEF 14A,2023-12-14.md
./edgartools-data/ABTC/DEF 14A/2022-10-19.md,ABTC,DEF 14A,2022-10-19.md
./edgartools-data/ABTC/DEF 14A/2022-07-29.md,ABTC,DEF 14A,2022-07-29.md
./edgartools-data/ABTC/DEF 14A/2022-04-19.md,ABTC,DEF 14A,2022-04-19.md
./edgartools-data/ABTC/DEF 14A/2021-04-27.md,ABTC,DEF 14A,2021-04-27.md
./edgartools-data/ABTC/DEF 14A/2020-11-10.md,ABTC,DEF 14A,2020-11-10.md
./edgartools-data/ABTC/DEF 14A/2019-10-01.md,ABTC,DEF 14A,2019-10-01.md
./edgartools-data/ABTC/10-K/2025-03-31.md,ABTC,10-K,2025-03-31.md
./edgartools-data/ABTC/10-K/2024-04-01.md,ABTC,10-K,2024-04-01.md
./edgartools-data/ABTC/10-K/2023-03-21.md,ABTC,10-K,2023-03-21.md
./edgartools-data/ABTC/10-K/2022-03-31.md,ABTC,10-K,2022-03-31.md
./edgartools-data/ABTC/10-K/2020-09-29.md,ABTC,10-K,2020-09-29.md
./edgartools-data/ABTC/10-K/2019-09-23.md,ABTC,10-K,2019-09-23.md
./edgartools-data/ABTC/10-K/A/2023-05-01.md,ABTC,10-K/A,2023-05-01.md
./edgartools-data/ABTC/10-K/A/2020-10-28.md,ABTC,10-K/A,2020-10-28.md
./edgartools-data/APLD/8-K/2025-11-20.md,APLD,8-K,2025-11-20.md
./edgartools-data/APLD/8-K/2025-11-12.md,APLD,8-K,2025-11-12.md
./edgartools-data/APLD/8-K/2025-10-22.md,APLD,8-K,2025-10-22.md
./edgartools-data/APLD/8-K/2025-10-21.md,APLD,8-K,2025-10-21.md
./edgartools-data/APLD/8-K/2025-10-17.md,APLD,8-K,2025-10-17.md
./edgartools-data/APLD/8-K/2025-09-26.md,APLD,8-K,2025-09-26.md
./edgartools-data/APLD/8-K/2025-09-12.md,APLD,8-K,2025-09-12.md
./edgartools-data/APLD/8-K/2025-08-29.md,APLD,8-K,2025-08-29.md
./edgartools-data/APLD/8-K/2025-08-15.md,APLD,8-K,2025-08-15.md
./edgartools-data/APLD/8-K/2025-06-02.md,APLD,8-K,2025-06-02.md
./edgartools-data/APLD/8-K/2025-05-01.md,APLD,8-K,2025-05-01.md
./edgartools-data/APLD/8-K/2025-02-12.md,APLD,8-K,2025-02-12.md
./edgartools-data/APLD/8-K/2025-02-06.md,APLD,8-K,2025-02-06.md
./edgartools-data/APLD/8-K/2025-01-14.md,APLD,8-K,2025-01-14.md
./edgartools-data/APLD/8-K/2024-12-02.md,APLD,8-K,2024-12-02.md
./edgartools-data/APLD/8-K/2024-11-14.md,APLD,8-K,2024-11-14.md
./edgartools-data/APLD/8-K/2024-11-05.md,APLD,8-K,2024-11-05.md
./edgartools-data/APLD/8-K/2024-08-30.md,APLD,8-K,2024-08-30.md
./edgartools-data/APLD/8-K/2024-07-29.md,APLD,8-K,2024-07-29.md
./edgartools-data/APLD/8-K/2024-07-19.md,APLD,8-K,2024-07-19.md
./edgartools-data/APLD/8-K/2024-07-02.md,APLD,8-K,2024-07-02.md
./edgartools-data/APLD/8-K/2024-06-07.md,APLD,8-K,2024-06-07.md
./edgartools-data/APLD/8-K/2024-06-05.md,APLD,8-K,2024-06-05.md
./edgartools-data/APLD/8-K/2024-05-24.md,APLD,8-K,2024-05-24.md
./edgartools-data/APLD/8-K/2024-04-29.md,APLD,8-K,2024-04-29.md
./edgartools-data/APLD/8-K/2024-04-05.md,APLD,8-K,2024-04-05.md
./edgartools-data/APLD/8-K/2024-04-01.md,APLD,8-K,2024-04-01.md
./edgartools-data/APLD/8-K/2024-03-15.md,APLD,8-K,2024-03-15.md
./edgartools-data/APLD/8-K/2024-03-08.md,APLD,8-K,2024-03-08.md
./edgartools-data/APLD/8-K/2024-02-29.md,APLD,8-K,2024-02-29.md
./edgartools-data/APLD/8-K/2024-02-22.md,APLD,8-K,2024-02-22.md
./edgartools-data/APLD/8-K/2024-02-15.md,APLD,8-K,2024-02-15.md
./edgartools-data/APLD/8-K/2024-02-09.md,APLD,8-K,2024-02-09.md
./edgartools-data/APLD/8-K/2023-10-12.md,APLD,8-K,2023-10-12.md
./edgartools-data/APLD/8-K/2023-09-11.md,APLD,8-K,2023-09-11.md
./edgartools-data/APLD/8-K/2023-08-15.md,APLD,8-K,2023-08-15.md
./edgartools-data/APLD/8-K/2023-06-26.md,APLD,8-K,2023-06-26.md
./edgartools-data/APLD/8-K/2023-06-23.md,APLD,8-K,2023-06-23.md
./edgartools-data/APLD/8-K/2023-05-24.md,APLD,8-K,2023-05-24.md
./edgartools-data/APLD/8-K/2023-05-15.md,APLD,8-K,2023-05-15.md
./edgartools-data/APLD/8-K/2023-03-07.md,APLD,8-K,2023-03-07.md
./edgartools-data/APLD/8-K/2023-02-21.md,APLD,8-K,2023-02-21.md
./edgartools-data/APLD/8-K/2022-11-14.md,APLD,8-K,2022-11-14.md
./edgartools-data/APLD/8-K/2022-08-12.md,APLD,8-K,2022-08-12.md
./edgartools-data/APLD/8-K/2022-07-18.md,APLD,8-K,2022-07-18.md
./edgartools-data/APLD/8-K/2009-07-29.md,APLD,8-K,2009-07-29.md
./edgartools-data/APLD/8-K/2009-04-07.md,APLD,8-K,2009-04-07.md
./edgartools-data/APLD/8-K/A/2025-09-03.md,APLD,8-K/A,2025-09-03.md
./edgartools-data/APLD/8-K/A/2025-04-17.md,APLD,8-K/A,2025-04-17.md
./edgartools-data/APLD/8-K/A/2025-01-08.md,APLD,8-K/A,2025-01-08.md
./edgartools-data/APLD/8-K/A/2025-01-06.md,APLD,8-K/A,2025-01-06.md
./edgartools-data/APLD/8-K/A/2024-09-04.md,APLD,8-K/A,2024-09-04.md
./edgartools-data/APLD/8-K/A/2024-06-06.md,APLD,8-K/A,2024-06-06.md
./edgartools-data/APLD/10-Q/2025-10-09.md,APLD,10-Q,2025-10-09.md
./edgartools-data/APLD/10-Q/2025-04-14.md,APLD,10-Q,2025-04-14.md
./edgartools-data/APLD/10-Q/2025-01-14.md,APLD,10-Q,2025-01-14.md
./edgartools-data/APLD/10-Q/2024-10-09.md,APLD,10-Q,2024-10-09.md
./edgartools-data/APLD/10-Q/2024-04-11.md,APLD,10-Q,2024-04-11.md
./edgartools-data/APLD/10-Q/2024-01-16.md,APLD,10-Q,2024-01-16.md
./edgartools-data/APLD/10-Q/2023-10-10.md,APLD,10-Q,2023-10-10.md
./edgartools-data/APLD/10-Q/2023-04-06.md,APLD,10-Q,2023-04-06.md
./edgartools-data/APLD/10-Q/2023-01-10.md,APLD,10-Q,2023-01-10.md
./edgartools-data/APLD/10-Q/2022-10-12.md,APLD,10-Q,2022-10-12.md
./edgartools-data/APLD/10-Q/2022-05-13.md,APLD,10-Q,2022-05-13.md
./edgartools-data/APLD/10-Q/2009-04-13.md,APLD,10-Q,2009-04-13.md
./edgartools-data/APLD/10-Q/2009-01-16.md,APLD,10-Q,2009-01-16.md
./edgartools-data/APLD/10-Q/A/2009-02-05.md,APLD,10-Q/A,2009-02-05.md
./edgartools-data/APLD/DEF 14A/2025-09-22.md,APLD,DEF 14A,2025-09-22.md
./edgartools-data/APLD/DEF 14A/2024-10-23.md,APLD,DEF 14A,2024-10-23.md
./edgartools-data/APLD/DEF 14A/2023-09-29.md,APLD,DEF 14A,2023-09-29.md
./edgartools-data/APLD/DEF 14A/2022-09-27.md,APLD,DEF 14A,2022-09-27.md
./edgartools-data/APLD/10-K/2025-07-30.md,APLD,10-K,2025-07-30.md
./edgartools-data/APLD/10-K/2024-08-30.md,APLD,10-K,2024-08-30.md
./edgartools-data/APLD/10-K/2023-08-02.md,APLD,10-K,2023-08-02.md
